,Identificador,Nombre,Latitud,Longitud
83,Restaurante Italiano,Restaurante Lapizza+sana,40.45743757388201,-3.6246136990835343
84,Restaurante Italiano,Porca Miseria,40.402476,-3.71352
85,Restaurante Italiano,La Trattoria di Aluche,40.39024159467983,-3.753060837090632
86,Restaurante Italiano,Pummarola,40.44084524585593,-3.7884298583827007
87,Restaurante Italiano,Gaeta Caffè Pizzería,40.500544102,-3.671527462
88,Restaurante Italiano,Lamucca,40.423160346582144,-3.7040597217866043
89,Restaurante Italiano,Ginos Méndez Álvaro,40.3927510444405,-3.6782559441417138
90,Restaurante Italiano,La Bella Anna,40.5035898,-3.7052565
91,Restaurante Italiano,L'Angelina,40.45676170441099,-3.7845003922030847
92,Restaurante Italiano,O Mamma Mia,40.39480732772427,-3.676478806234899
93,Restaurante Italiano,Rock & Ribs,40.436830510346354,-3.6380368480176046
94,Restaurante Italiano,Mia Rafaella Ristorante,40.462595917065784,-3.6374006859707366
95,Restaurante Italiano,Piccolina,40.483752165971765,-3.70044225472674
96,Restaurante Italiano,Restaurante OVO Ristorante,40.464790815533654,-3.7855363837110807
97,Restaurante Italiano,Restaurante Fratelli,40.389381,-3.760396
98,Restaurante Italiano,La Pizza Italia,40.40829580884911,-3.627882967816343
99,Restaurante Italiano,Trattoria Di Aluche,40.38888405348391,-3.7660243209577686
